,DICE,JACRD,AUC,KAPPA,RNDIND,ADJRIND,ICCORR,VOLSMTY,MUTINF,HDRFDST,AVGDIST,bAVD,MAHLNBS,VARINFO,GCOERR,PROBDST,SNSVTY,SPCFTY,PRCISON,FMEASR,ACURCY,FALLOUT,TP,FP,TN,FN,REFVOL,SEGVOL
0,0.0005274319,0.001484495,0.00035684602,0.0005642362,9.918436e-05,0.0006744961,0.00012943015,0.0004584299,0.010058933,497.2134,2.7855318,4.8253164,0.0003003692,0.00415875,9.7721495e-05,5.206933e-08,0.0014785839,7.6217134e-06,0.00020572041,0.0005274319,2.574252e-05,7.6216324e-06,260059430000.0,1682545000.0,348252180000.0,2255068000.0,301634850000.0,303368770000.0
1,0.0004701068,0.0009269521,0.00047610095,0.00036552243,0.00040369472,0.0003493031,0.0006441735,0.0012032209,0.0058204364,280.65167,4.729587,26.447012,6.924521e-05,0.011824035,0.00040447956,5.7678665e-08,0.0017799729,4.7312456e-05,0.0009387834,0.0004701068,0.000111153226,4.7312624e-05,222591270000.0,9879250000.0,418230300000.0,7081564700.0,301634850000.0,324860670000.0
2,0.0017734938,0.004909407,0.00020730983,0.0019408978,0.00013880045,0.0022851499,0.0009157288,0.0003457116,0.0096014915,142.75435,4.4929824,15.291515,6.492552e-05,0.005337525,0.00013095672,1.12472925e-07,0.00068116054,1.1171535e-05,0.004095172,0.0017734938,3.5981702e-05,1.1171577e-05,242437400000.0,2777152500.0,328036650000.0,3728386000.0,301634850000.0,265215870000.0
3,0.0011017463,0.0030763845,7.7665136e-05,0.0012067237,0.00011457896,0.0014392097,0.0005877761,0.0010121827,0.009516689,143.91345,3.5052989,15.079371,8.587979e-05,0.0045500733,0.000109389366,6.869501e-08,0.0002267906,1.1989289e-05,0.0035767981,0.0011017463,2.9693592e-05,1.1989213e-05,247328600000.0,2946022100.0,331158950000.0,2771982000.0,301634850000.0,274212700000.0
4,0.0013321559,0.003689884,0.00013668,0.0014817676,0.00014926585,0.0018107524,0.0006702407,0.00036535575,0.0086692,458.56152,3.7200396,13.837646,0.00020774035,0.0055579767,0.00013939779,8.205399e-08,0.0004785516,1.1438809e-05,0.0045543443,0.0013321559,3.8815695e-05,1.1438886e-05,227649240000.0,2897519600.0,322739370000.0,5529281000.0,301634850000.0,246255850000.0
5,0.0014832914,0.0042576394,0.00011033573,0.0016227192,0.00010493931,0.0019107278,0.00083026406,0.0011624993,0.010128953,185.86353,3.8594265,16.311264,8.242222e-05,0.0041940203,9.765211e-05,8.972358e-08,0.00035744303,1.2665731e-05,0.004618103,0.0014832914,2.7062653e-05,1.2665859e-05,249242570000.0,3219282700.0,320795400000.0,2684310000.0,301634850000.0,266689660000.0
6,0.0017302834,0.0049938797,0.0009787588,0.0020857193,0.0003061731,0.0028798177,0.00080859987,0.0011067372,0.0058495454,152.72382,4.5786676,13.400815,0.00013961917,0.0099555915,0.00027863643,1.1627301e-07,0.0037468001,1.1589687e-05,0.0037775217,0.0017302834,8.061404e-05,1.1589783e-05,186114500000.0,2899307300.0,326162400000.0,15693255000.0,301634850000.0,206542320000.0
7,0.0010023079,0.0027204144,6.293686e-05,0.0010684618,0.000108780085,0.0012201056,0.00085394847,0.00046531335,0.010333926,149.48561,4.1561775,15.904712,0.00010940377,0.0042784293,0.000103902064,6.805268e-08,0.00017611007,1.4550448e-05,0.002300912,0.0010023079,2.8265582e-05,1.4550485e-05,266931320000.0,3331179500.0,351922400000.0,1162785900.0,301634850000.0,313756940000.0
8,0.0025153048,0.006900631,0.00030411468,0.0027047151,9.918211e-05,0.0030400576,0.0011184454,0.00040696142,0.012303263,169.8862,4.231926,15.664014,6.712178e-05,0.0038357647,9.1471906e-05,1.66326e-07,0.0010388824,1.1956424e-05,0.004465478,0.0025153048,2.5570795e-05,1.1956362e-05,276775800000.0,2967249700.0,329304800000.0,1036343800.0,301634850000.0,301251850000.0
9,0.0012739551,0.0036991227,0.00044632403,0.001508146,0.00022123614,0.0020474675,0.00069312536,0.0009729516,0.006885503,142.12627,3.5027628,14.075015,0.0004925004,0.007990174,0.00020915567,8.105166e-08,0.001638868,1.3112745e-05,0.0037520975,0.0012739551,5.7898887e-05,1.3112641e-05,212006980000.0,3216340700.0,336772900000.0,8586268700.0,301634850000.0,242650320000.0
10,0.0015583871,0.0044229617,0.00016271835,0.0017111344,0.0001230171,0.0020305577,0.00074886443,0.000920518,0.0096174255,160.68657,3.3456573,15.464854,0.0001355353,0.0048012272,0.000115021765,9.3560665e-08,0.00053132174,1.2182053e-05,0.004442476,0.0015583871,3.181429e-05,1.2182031e-05,241980280000.0,3079914500.0,321367740000.0,3554709800.0,301634850000.0,259393210000.0
11,0.001633654,0.0047116447,0.000116999225,0.0017895456,0.00010815863,0.0021082277,0.00083262677,0.0009724333,0.010131135,162.55174,4.00971,16.01663,5.476597e-05,0.004323327,0.00010025528,9.694293e-08,0.00037653232,1.2513893e-05,0.0049384255,0.001633654,2.7870869e-05,1.25139e-05,247018010000.0,3200787700.0,318415140000.0,2936010500.0,301634850000.0,262089590000.0
12,0.0014003594,0.004032415,0.00012137301,0.0015406999,0.000111738256,0.0018381501,0.0007952803,0.0014954215,0.009892758,139.91211,3.8764153,16.866522,2.8164593e-05,0.0045098113,0.00010562597,8.3099586e-08,0.00039244466,1.4132969e-05,0.004349968,0.0014003594,2.8842698e-05,1.4132932e-05,252589440000.0,3526396200.0,330411180000.0,2374039000.0,301634850000.0,279147540000.0
